1.580,0.919,-0.581,-1.540,-1.862,0.469,-2.931
1.600,0.882,-0.571,-1.559,-1.906,0.582,-2.953
1.620,0.843,-0.558,-1.578,-1.949,0.694,-2.974
1.640,0.804,-0.543,-1.598,-1.989,0.803,-2.995
1.660,0.764,-0.526,-1.618,-2.028,0.908,-3.014
1.680,0.723,-0.507,-1.639,-2.065,1.010,-3.032
1.700,0.681,-0.485,-1.660,-2.099,1.108,-3.050
1.720,0.639,-0.462,-1.681,-2.132,1.202,-3.066
1.740,0.596,-0.437,-1.702,-2.162,1.290,-3.081
1.760,0.552,-0.411,-1.724,-2.191,1.374,-3.095
1.780,0.508,-0.382,-1.746,-2.217,1.452,-3.108
1.800,0.464,-0.353,-1.768,-2.241,1.525,-3.120
1.820,0.418,-0.321,-1.791,-2.263,1.592,-3.131
1.840,0.373,-0.289,-1.813,-2.282,1.652,-3.141
1.860,0.327,-0.255,-1.836,-2.299,1.706,-3.150
1.880,0.281,-0.221,-1.859,-2.314,1.753,-3.157
1.900,0.235,-0.185,-1.883,-2.327,1.793,-3.164
1.920,0.188,-0.149,-1.906,-2.338,1.826,-3.169
1.940,0.141,-0.112,-1.929,-2.346,1.852,-3.173
1.960,0.094,-0.075,-1.953,-2.352,1.870,-3.176
1.980,0.047,-0.038,-1.976,-2.355,1.881,-3.178
2.000,-0.000,0.000,-2.000,-2.356,1.885,-3.178
2.020,-0.047,0.038,-2.024,-2.355,1.881,-3.178
2.040,-0.094,0.075,-2.047,-2.352,1.870,-3.176
2.060,-0.141,0.112,-2.071,-2.346,1.852,-3.173
2.080,-0.188,0.149,-2.094,-2.338,1.826,-3.169
2.100,-0.235,0.185,-2.117,-2.327,1.793,-3.164
2.120,-0.281,0.221,-2.141,-2.314,1.753,-3.157
2.140,-0.327,0.255,-2.164,-2.299,1.706,-3.150
2.160,-0.373,0.289,-2.187,-2.282,1.652,-3.141
2.180,-0.418,0.321,-2.209,-2.263,1.592,-3.131
2.200,-0.464,0.353,-2.232,-2.241,1.525,-3.120
2.220,-0.508,0.382,-2.254,-2.217,1.452,-3.108
2.240,-0.552,0.411,-2.276,-2.191,1.374,-3.095
2.260,-0.596,0.437,-2.298,-2.162,1.290,-3.081
2.280,-0.639,0.462,-2.319,-2.132,1.202,-3.066
2.300,-0.681,0.485,-2.340,-2.099,1.108,-3.050
2.320,-0.723,0.507,-2.361,-2.065,1.010,-3.032
2.340,-0.764,0.526,-2.382,-2.028,0.908,-3.014
2.360,-0.804,0.543,-2.402,-1.989,0.803,-2.995
2.380,-0.843,0.558,-2.422,-1.949,0.694,-2.974
2.400,-0.882,0.571,-2.441,-1.906,0.582,-2.953
2.420,-0.919,0.581,-2.460,-1.862,0.469,-2.931
2.440,-0.956,0.589,-2.478,-1.815,0.353,-2.908
2.460,-0.992,0.595,-2.496,-1.767,0.236,-2.884
2.480,-1.027,0.599,-2.513,-1.718,0.118,-2.859
2.500,-1.061,0.600,-2.530,-1.666,-0.000,-2.833
2.520,-1.093,0.599,-2.547,-1.613,-0.118,-2.806
2.540,-1.125,0.595,-2.563,-1.558,-0.236,-2.779
2.560,-1.156,0.589,-2.578,-1.502,-0.353,-2.751
2.580,-1.185,0.581,-2.593,-1.444,-0.469,-2.722
2.600,-1.214,0.571,-2.607,-1.385,-0.582,-2.692
2.620,-1.241,0.558,-2.620,-1.324,-0.694,-2.662
2.640,-1.266,0.543,-2.633,-1.263,-0.803,-2.631
2.660,-1.291,0.526,-2.646,-1.199,-0.908,-2.600
2.680,-1.314,0.507,-2.657,-1.135,-1.010,-2.568
2.700,-1.337,0.485,-2.668,-1.070,-1.108,-2.535
2.720,-1.357,0.462,-2.679,-1.003,-1.202,-2.502
2.740,-1.377,0.437,-2.688,-0.936,-1.290,-2.468
2.760,-1.395,0.411,-2.697,-0.867,-1.374,-2.434
2.780,-1.411,0.382,-2.706,-0.798,-1.452,-2.399
2.800,-1.427,0.353,-2.713,-0.728,-1.525,-2.364
2.820,-1.440,0.321,-2.720,-0.657,-1.592,-2.329
2.840,-1.453,0.289,-2.726,-0.586,-1.652,-2.293
2.860,-1.464,0.255,-2.732,-0.514,-1.706,-2.257
2.880,-1.473,0.221,-2.737,-0.442,-1.753,-2.221
2.900,-1.482,0.185,-2.741,-0.369,-1.793,-2.184
2.920,-1.488,0.149,-2.744,-0.295,-1.826,-2.148
2.940,-1.493,0.112,-2.747,-0.222,-1.852,-2.111
2.960,-1.497,0.075,-2.749,-0.148,-1.870,-2.074
2.980,-1.499,0.038,-2.750,-0.074,-1.881,-2.037
3.000,-1.500,-0.000,-2.750,0.000,-1.885,-2.000
3.020,-1.499,-0.038,-2.750,0.074,-1.881,-1.963
3.040,-1.497,-0.075,-2.749,0.148,-1.870,-1.926
3.060,-1.493,-0.112,-2.747,0.222,-1.852,-1.889
3.080,-1.488,-0.149,-2.744,0.295,-1.826,-1.852
3.100,-1.482,-0.185,-2.741,0.369,-1.793,-1.816
3.120,-1.473,-0.221,-2.737,0.442,-1.753,-1.779
3.140,-1.464,-0.255,-2.732,0.514,-1.706,-1.743
3.160,-1.453,-0.289,-2.726,0.586,-1.652,-1.707
3.180,-1.440,-0.321,-2.720,0.657,-1.592,-1.671
3.200,-1.427,-0.353,-2.713,0.728,-1.525,-1.636
3.220,-1.411,-0.382,-2.706,0.798,-1.452,-1.601
3.240,-1.395,-0.411,-2.697,0.867,-1.374,-1.566
3.260,-1.377,-0.437,-2.688,0.936,-1.290,-1.532
3.280,-1.357,-0.462,-2.679,1.003,-1.202,-1.498
3.300,-1.337,-0.485,-2.668,1.070,-1.108,-1.465
3.320,-1.314,-0.507,-2.657,1.135,-1.010,-1.432
3.340,-1.291,-0.526,-2.646,1.199,-0.908,-1.400
3.360,-1.266,-0.543,-2.633,1.263,-0.803,-1.369
3.380,-1.241,-0.558,-2.620,1.324,-0.694,-1.338
3.400,-1.214,-0.571,-2.607,1.385,-0.582,-1.308
3.420,-1.185,-0.581,-2.593,1.444,-0.469,-1.278
3.440,-1.156,-0.589,-2.578,1.502,-0.353,-1.249
3.460,-1.125,-0.595,-2.563,1.558,-0.236,-1.221
3.480,-1.093,-0.599,-2.547,1.613,-0.118,-1.194
3.500,-1.061,-0.600,-2.530,1.666,0.000,-1.167
3.520,-1.027,-0.599,-2.513,1.718,0.118,-1.141
3.540,-0.992,-0.595,-2.496,1.767,0.236,-1.116
3.560,-0.956,-0.589,-2.478,1.815,0.353,-1.092
3.580,-0.919,-0.581,-2.460,1.862,0.469,-1.069
3.600,-0.882,-0.571,-2.441,1.906,0.582,-1.047
3.620,-0.843,-0.558,-2.422,1.949,0.694,-1.026
3.640,-0.804,-0.543,-2.402,1.989,0.803,-1.005
3.660,-0.764,-0.526,-2.382,2.028,0.908,-0.986
3.680,-0.723,-0.507,-2.361,2.065,1.010,-0.968
3.700,-0.681,-0.485,-2.340,2.099,1.108,-0.950
3.720,-0.639,-0.462,-2.319,2.132,1.202,-0.934
3.740,-0.596,-0.437,-2.298,2.162,1.290,-0.919
3.760,-0.552,-0.411,-2.276,2.191,1.374,-0.905
3.780,-0.508,-0.382,-2.254,2.217,1.452,-0.892
3.800,-0.464,-0.353,-2.232,2.241,1.525,-0.880
3.820,-0.418,-0.321,-2.209,2.263,1.592,-0.869
3.840,-0.373,-0.289,-2.187,2.282,1.652,-0.859
3.860,-0.327,-0.255,-2.164,2.299,1.706,-0.850
3.880,-0.281,-0.221,-2.141,2.314,1.753,-0.843
3.900,-0.235,-0.185,-2.117,2.327,1.793,-0.836
3.920,-0.188,-0.149,-2.094,2.338,1.826,-0.831
3.940,-0.141,-0.112,-2.071,2.346,1.852,-0.827
3.960,-0.094,-0.075,-2.047,2.352,1.870,-0.824
3.980,-0.047,-0.038,-2.024,2.355,1.881,-0.822
4.000,0.000,0.000,-2.000,2.356,1.885,-0.822
4.020,0.047,0.038,-1.976,2.355,1.881,-0.822
4.040,0.094,0.075,-1.953,2.352,1.870,-0.824
4.060,0.141,0.112,-1.929,2.346,1.852,-0.827
4.080,0.188,0.149,-1.906,2.338,1.826,-0.831
4.100,0.235,0.185,-1.883,2.327,1.793,-0.836
4.120,0.281,0.221,-1.859,2.314,1.753,-0.843
4.140,0.327,0.255,-1.836,2.299,1.706,-0.850
4.160,0.373,0.289,-1.813,2.282,1.652,-0.859
4.180,0.418,0.321,-1.791,2.263,1.592,-0.869
4.200,0.464,0.353,-1.768,2.241,1.525,-0.880
4.220,0.508,0.382,-1.746,2.217,1.452,-0.892
4.240,0.552,0.411,-1.724,2.191,1.374,-0.905
4.260,0.596,0.437,-1.702,2.162,1.290,-0.919
4.280,0.639,0.462,-1.681,2.132,1.202,-0.934
4.300,0.681,0.485,-1.660,2.099,1.108,-0.950
4.320,0.723,0.507,-1.639,2.065,1.010,-0.968
4.340,0.764,0.526,-1.618,2.028,0.908,-0.986
4.360,0.804,0.543,-1.598,1.989,0.803,-1.005
4.380,0.843,0.558,-1.578,1.949,0.694,-1.026
4.400,0.882,0.571,-1.559,1.906,0.582,-1.047
4.420,0.919,0.581,-1.540,1.862,0.469,-1.069
4.440,0.956,0.589,-1.522,1.815,0.353,-1.092
4.460,0.992,0.595,-1.504,1.767,0.236,-1.116
4.480,1.027,0.599,-1.487,1.718,0.118,-1.141
4.500,1.061,0.600,-1.470,1.666,0.000,-1.167
4.520,1.093,0.599,-1.453,1.613,-0.118,-1.194
4.540,1.125,0.595,-1.437,1.558,-0.236,-1.221
4.560,1.156,0.589,-1.422,1.502,-0.353,-1.249
4.580,1.185,0.581,-1.407,1.444,-0.469,-1.278
4.600,1.214,0.571,-1.393,1.385,-0.582,-1.308
4.620,1.241,0.558,-1.380,1.324,-0.694,-1.338
4.640,1.266,0.543,-1.367,1.263,-0.803,-1.369
4.660,1.291,0.526,-1.354,1.199,-0.908,-1.400
4.680,1.314,0.507,-1.343,1.135,-1.010,-1.432
4.700,1.337,0.485,-1.332,1.070,-1.108,-1.465
4.720,1.357,0.462,-1.321,1.003,-1.202,-1.498
4.740,1.377,0.437,-1.312,0.936,-1.290,-1.532
4.760,1.395,0.411,-1.303,0.867,-1.374,-1.566
4.780,1.411,0.382,-1.294,0.798,-1.452,-1.601
4.800,1.427,0.353,-1.287,0.728,-1.525,-1.636
4.820,1.440,0.321,-1.280,0.657,-1.592,-1.671
4.840,1.453,0.289,-1.274,0.586,-1.652,-1.707
4.860,1.464,0.255,-1.268,0.514,-1.706,-1.743
4.880,1.473,0.221,-1.263,0.442,-1.753,-1.779
4.900,1.482,0.185,-1.259,0.369,-1.793,-1.816
4.920,1.488,0.149,-1.256,0.295,-1.826,-1.852
4.940,1.493,0.112,-1.253,0.222,-1.852,-1.889
4.960,1.497,0.075,-1.251,0.148,-1.870,-1.926
4.980,1.499,0.038,-1.250,0.074,-1.881,-1.963
5.000,1.500,0.000,-1.250,0.000,-1.885,-2.000
5.020,1.499,-0.038,-1.250,-0.074,-1.881,-2.037
5.040,1.497,-0.075,-1.251,-0.148,-1.870,-2.074
5.060,1.493,-0.112,-1.253,-0.222,-1.852,-2.111
5.080,1.488,-0.149,-1.256,-0.295,-1.826,-2.148
5.100,1.482,-0.185,-1.259,-0.369,-1.793,-2.184
5.120,1.473,-0.221,-1.263,-0.442,-1.753,-2.221
5.140,1.464,-0.255,-1.268,-0.514,-1.706,-2.257
5.160,1.453,-0.289,-1.274,-0.586,-1.652,-2.293
5.180,1.440,-0.321,-1.280,-0.657,-1.592,-2.329
5.200,1.427,-0.353,-1.287,-0.728,-1.525,-2.364
5.220,1.411,-0.382,-1.294,-0.798,-1.452,-2.399
5.240,1.395,-0.411,-1.303,-0.867,-1.374,-2.434
5.260,1.377,-0.437,-1.312,-0.936,-1.290,-2.468
5.280,1.357,-0.462,-1.321,-1.003,-1.202,-2.502
5.300,1.337,-0.485,-1.332,-1.070,-1.108,-2.535
5.320,1.314,-0.507,-1.343,-1.135,-1.010,-2.568
5.340,1.291,-0.526,-1.354,-1.199,-0.908,-2.600
5.360,1.266,-0.543,-1.367,-1.263,-0.803,-2.631
5.380,1.241,-0.558,-1.380,-1.324,-0.694,-2.662
5.400,1.214,-0.571,-1.393,-1.385,-0.582,-2.692
5.420,1.185,-0.581,-1.407,-1.444,-0.469,-2.722
5.440,1.156,-0.589,-1.422,-1.502,-0.353,-2.751
5.460,1.125,-0.595,-1.437,-1.558,-0.236,-2.779
5.480,1.093,-0.599,-1.453,-1.613,-0.118,-2.806
5.500,1.061,-0.600,-1.470,-1.666,-0.000,-2.833
5.520,1.027,-0.599,-1.487,-1.718,0.118,-2.859
5.540,0.992,-0.595,-1.504,-1.767,0.236,-2.884
5.560,0.956,-0.589,-1.522,-1.815,0.353,-2.908
5.580,0.919,-0.581,-1.540,-1.862,0.469,-2.931
5.600,0.882,-0.571,-1.559,-1.906,0.582,-2.953
5.620,0.843,-0.558,-1.578,-1.949,0.694,-2.974
5.640,0.804,-0.543,-1.598,-1.989,0.803,-2.995
5.660,0.764,-0.526,-1.618,-2.028,0.908,-3.014
5.680,0.723,-0.507,-1.639,-2.065,1.010,-3.032
5.700,0.681,-0.485,-1.660,-2.099,1.108,-3.050
5.720,0.639,-0.462,-1.681,-2.132,1.202,-3.066
5.740,0.596,-0.437,-1.702,-2.162,1.290,-3.081
5.760,0.552,-0.411,-1.724,-2.191,1.374,-3.095
5.780,0.508,-0.382,-1.746,-2.217,1.452,-3.108
5.800,0.464,-0.353,-1.768,-2.241,1.525,-3.120
5.820,0.418,-0.321,-1.791,-2.263,1.592,-3.131
5.840,0.373,-0.289,-1.813,-2.282,1.652,-3.141
5.860,0.327,-0.255,-1.836,-2.299,1.706,-3.150
5.880,0.281,-0.221,-1.859,-2.314,1.753,-3.157
5.900,0.235,-0.185,-1.883,-2.327,1.793,-3.164
5.920,0.188,-0.149,-1.906,-2.338,1.826,-3.169
5.940,0.141,-0.112,-1.929,-2.346,1.852,-3.173
5.960,0.094,-0.075,-1.953,-2.352,1.870,-3.176
5.980,0.047,-0.038,-1.976,-2.355,1.881,-3.178
6.000,0.000,-0.000,-2.000,-2.356,1.885,-3.178
6.020,-0.047,0.038,-2.024,-2.355,1.881,-3.178
6.040,-0.094,0.075,-2.047,-2.352,1.870,-3.176
6.060,-0.141,0.112,-2.071,-2.346,1.852,-3.173
6.080,-0.188,0.149,-2.094,-2.338,1.826,-3.169
6.100,-0.235,0.185,-2.117,-2.327,1.793,-3.164
6.120,-0.281,0.221,-2.141,-2.314,1.753,-3.157
6.140,-0.327,0.255,-2.164,-2.299,1.706,-3.150
6.160,-0.373,0.289,-2.187,-2.282,1.652,-3.141
6.180,-0.418,0.321,-2.209,-2.263,1.592,-3.131
6.200,-0.464,0.353,-2.232,-2.241,1.525,-3.120
6.220,-0.508,0.382,-2.254,-2.217,1.452,-3.108
6.240,-0.552,0.411,-2.276,-2.191,1.374,-3.095
6.260,-0.596,0.437,-2.298,-2.162,1.290,-3.081
6.280,-0.639,0.462,-2.319,-2.132,1.202,-3.066
6.300,-0.681,0.485,-2.340,-2.099,1.108,-3.050
6.320,-0.723,0.507,-2.361,-2.065,1.010,-3.032
6.340,-0.764,0.526,-2.382,-2.028,0.908,-3.014
6.360,-0.804,0.543,-2.402,-1.989,0.803,-2.995
6.380,-0.843,0.558,-2.422,-1.949,0.694,-2.974
6.400,-0.882,0.571,-2.441,-1.906,0.582,-2.953
6.420,-0.919,0.581,-2.460,-1.862,0.469,-2.931
6.440,-0.956,0.589,-2.478,-1.815,0.353,-2.908
6.460,-0.992,0.595,-2.496,-1.767,0.236,-2.884
6.480,-1.027,0.599,-2.513,-1.718,0.118,-2.859
6.500,-1.061,0.600,-2.530,-1.666,0.000,-2.833
6.520,-1.093,0.599,-2.547,-1.613,-0.118,-2.806
6.540,-1.125,0.595,-2.563,-1.558,-0.236,-2.779
6.560,-1.156,0.589,-2.578,-1.502,-0.353,-2.751
6.580,-1.185,0.581,-2.593,-1.444,-0.469,-2.722
6.600,-1.214,0.571,-2.607,-1.385,-0.582,-2.692
6.620,-1.241,0.558,-2.620,-1.324,-0.694,-2.662
6.640,-1.266,0.543,-2.633,-1.263,-0.803,-2.631
6.660,-1.291,0.526,-2.646,-1.199,-0.908,-2.600
6.680,-1.314,0.507,-2.657,-1.135,-1.010,-2.568
6.700,-1.337,0.485,-2.668,-1.070,-1.108,-2.535
6.720,-1.357,0.462,-2.679,-1.003,-1.202,-2.502
6.740,-1.377,0.437,-2.688,-0.936,-1.290,-2.468
6.760,-1.395,0.411,-2.697,-0.867,-1.374,-2.434
6.780,-1.411,0.382,-2.706,-0.798,-1.452,-2.399
6.800,-1.427,0.353,-2.713,-0.728,-1.525,-2.364
6.820,-1.440,0.321,-2.720,-0.657,-1.592,-2.329
6.840,-1.453,0.289,-2.726,-0.586,-1.652,-2.293
6.860,-1.464,0.255,-2.732,-0.514,-1.706,-2.257
6.880,-1.473,0.221,-2.737,-0.442,-1.753,-2.221
6.900,-1.482,0.185,-2.741,-0.369,-1.793,-2.184
6.920,-1.488,0.149,-2.744,-0.295,-1.826,-2.148
6.940,-1.493,0.112,-2.747,-0.222,-1.852,-2.111
6.960,-1.497,0.075,-2.749,-0.148,-1.870,-2.074
6.980,-1.499,0.038,-2.750,-0.074,-1.881,-2.037
7.000,-1.500,0.000,-2.750,-0.000,-1.885,-2.000
7.020,-1.499,-0.038,-2.750,0.074,-1.881,-1.963
7.040,-1.497,-0.075,-2.749,0.148,-1.870,-1.926
7.060,-1.493,-0.112,-2.747,0.222,-1.852,-1.889
7.080,-1.488,-0.149,-2.744,0.295,-1.826,-1.852
7.100,-1.482,-0.185,-2.741,0.369,-1.793,-1.816
7.120,-1.473,-0.221,-2.737,0.442,-1.753,-1.779
7.140,-1.464,-0.255,-2.732,0.514,-1.706,-1.743
7.160,-1.453,-0.289,-2.726,0.586,-1.652,-1.707
7.180,-1.440,-0.321,-2.720,0.657,-1.592,-1.671
7.200,-1.427,-0.353,-2.713,0.728,-1.525,-1.636
7.220,-1.411,-0.382,-2.706,0.798,-1.452,-1.601
7.240,-1.395,-0.411,-2.697,0.867,-1.374,-1.566
7.260,-1.377,-0.437,-2.688,0.936,-1.290,-1.532
7.280,-1.357,-0.462,-2.679,1.003,-1.202,-1.498
7.300,-1.337,-0.485,-2.668,1.070,-1.108,-1.465
7.320,-1.314,-0.507,-2.657,1.135,-1.010,-1.432
7.340,-1.291,-0.526,-2.646,1.199,-0.908,-1.400
7.360,-1.266,-0.543,-2.633,1.263,-0.803,-1.369
7.380,-1.241,-0.558,-2.620,1.324,-0.694,-1.338
7.400,-1.214,-0.571,-2.607,1.385,-0.582,-1.308
7.420,-1.185,-0.581,-2.593,1.444,-0.469,-1.278
7.440,-1.156,-0.589,-2.578,1.502,-0.353,-1.249
7.460,-1.125,-0.595,-2.563,1.558,-0.236,-1.221
7.480,-1.093,-0.599,-2.547,1.613,-0.118,-1.194
7.500,-1.061,-0.600,-2.530,1.666,-0.000,-1.167
7.520,-1.027,-0.599,-2.513,1.718,0.118,-1.141
7.540,-0.992,-0.595,-2.496,1.767,0.236,-1.116
7.560,-0.956,-0.589,-2.478,1.815,0.353,-1.092
7.580,-0.919,-0.581,-2.460,1.862,0.469,-1.069
7.600,-0.882,-0.571,-2.441,1.906,0.582,-1.047
7.620,-0.843,-0.558,-2.422,1.949,0.694,-1.026
7.640,-0.804,-0.543,-2.402,1.989,0.803,-1.005
7.660,-0.764,-0.526,-2.382,2.028,0.908,-0.986
7.680,-0.723,-0.507,-2.361,2.065,1.010,-0.968
7.700,-0.681,-0.485,-2.340,2.099,1.108,-0.950
7.720,-0.639,-0.462,-2.319,2.132,1.202,-0.934
7.740,-0.596,-0.437,-2.298,2.162,1.290,-0.919
7.760,-0.552,-0.411,-2.276,2.191,1.374,-0.905
7.780,-0.508,-0.382,-2.254,2.217,1.452,-0.892
7.800,-0.464,-0.353,-2.232,2.241,1.525,-0.880
7.820,-0.418,-0.321,-2.209,2.263,1.592,-0.869
7.840,-0.373,-0.289,-2.187,2.282,1.652,-0.859
7.860,-0.327,-0.255,-2.164,2.299,1.706,-0.850
7.880,-0.281,-0.221,-2.141,2.314,1.753,-0.843
7.900,-0.235,-0.185,-2.117,2.327,1.793,-0.836
7.920,-0.188,-0.149,-2.094,2.338,1.826,-0.831
7.940,-0.141,-0.112,-2.071,2.346,1.852,-0.827
7.960,-0.094,-0.075,-2.047,2.352,1.870,-0.824
7.980,-0.047,-0.038,-2.024,2.355,1.881,-0.822
8.000,-0.000,-0.000,-2.000,2.356,1.885,-0.822
8.020,0.047,0.038,-1.976,2.355,1.881,-0.822
8.040,0.094,0.075,-1.953,2.352,1.870,-0.824
8.060,0.141,0.112,-1.929,2.346,1.852,-0.827
8.080,0.188,0.149,-1.906,2.338,1.826,-0.831
8.100,0.235,0.185,-1.883,2.327,1.793,-0.836
8.120,0.281,0.221,-1.859,2.314,1.753,-0.843
8.140,0.327,0.255,-1.836,2.299,1.706,-0.850
8.160,0.373,0.289,-1.813,2.282,1.652,-0.859
8.180,0.418,0.321,-1.791,2.263,1.592,-0.869
8.200,0.464,0.353,-1.768,2.241,1.525,-0.880
8.220,0.508,0.382,-1.746,2.217,1.452,-0.892
8.240,0.552,0.411,-1.724,2.191,1.374,-0.905
8.260,0.596,0.437,-1.702,2.162,1.290,-0.919
8.280,0.639,0.462,-1.681,2.132,1.202,-0.934
8.300,0.681,0.485,-1.660,2.099,1.108,-0.950
8.320,0.723,0.507,-1.639,2.065,1.010,-0.968
8.340,0.764,0.526,-1.618,2.028,0.908,-0.986
8.360,0.804,0.543,-1.598,1.989,0.803,-1.005
8.380,0.843,0.558,-1.578,1.949,0.694,-1.026
8.400,0.882,0.571,-1.559,1.906,0.582,-1.047
8.420,0.919,0.581,-1.540,1.862,0.469,-1.069
8.440,0.956,0.589,-1.522,1.815,0.353,-1.092
8.460,0.992,0.595,-1.504,1.767,0.236,-1.116
8.480,1.027,0.599,-1.487,1.718,0.118,-1.141
8.500,1.061,0.600,-1.470,1.666,0.000,-1.167
8.520,1.093,0.599,-1.453,1.613,-0.118,-1.194
8.540,1.125,0.595,-1.437,1.558,-0.236,-1.221
8.560,1.156,0.589,-1.422,1.502,-0.353,-1.249
8.580,1.185,0.581,-1.407,1.444,-0.469,-1.278
8.600,1.214,0.571,-1.393,1.385,-0.582,-1.308
8.620,1.241,0.558,-1.380,1.324,-0.694,-1.338
8.640,1.266,0.543,-1.367,1.263,-0.803,-1.369
8.660,1.291,0.526,-1.354,1.199,-0.908,-1.400
8.680,1.314,0.507,-1.343,1.135,-1.010,-1.432
8.700,1.337,0.485,-1.332,1.070,-1.108,-1.465
8.720,1.357,0.462,-1.321,1.003,-1.202,-1.498
8.740,1.377,0.437,-1.312,0.936,-1.290,-1.532
8.760,1.395,0.411,-1.303,0.867,-1.374,-1.566
